4577	2	2	FJ	U
4583	2	1	BCER	BCELR
4617	2	2	FJK	FJK
3112	3	3	F	F
3124	3	3	FJ	FJ
3255	3	5	BCEL	BCELR
3445	3	4	FJK	FJK
3513	3	5	F	F
3585	3	3	F	F
3614	3	3	U	U
3664	3	123	H	CE
3749	3	3	N	N
3750	3	3	N	N
3804	3	3	FJ	FJ
3813	3	3	BEL	BER
3850	3	3	FJ	FJ
3919	3	3	N	N
3955	3	3	F	F
3964	3	21	FJ	FJ
4083	3	3	F	F
4101	3	1	BELR	U
4110	3	0	BELR	BELR
4375	3	3	FJK	F
4401	3	5	F	F
4432	3	3	FJK	FJK
4445	3	2	FJK	FJ
4568	3	3	FJ	FJ
4572	3	3	FJ	FJ
4574	3	3	FJ	FJ
4580	3	2	FJK	FJK
4584	3	3	FJK	FJK
3029	4	1	FJK	U
3077	4	3	FJK	FJK
3099	4	4	FJK	FJK
3145	4	12	FJ	FJK
3182	4	5	FJK	FJK
3189	4	3	FJK	FJK
3415	4	5	FJ	BCER
3608	4	1	BELR	U
3619	4	6	BELR	F
3771	4	6	FJ	FJ
3825	4	54	EL	F
3826	4	16	FJK	FJK
3843	4	1	FJ	FJ
3956	4	0	F	F
4133	4	4	F	F
4347	4	5	F	F
4353	4	13	FJK	FJK
4354	4	13	FJK	F
4399	4	0	F	U
4410	4	13	N	F
4416	4	4	FJ	U
4469	4	3	FJK	FJK
4556	4	4	FJ	FJ
4558	4	72	FJK	F
4582	4	5	FJK	FJK
4626	4	1	FJK	FJK
3037	5	2	EL	ELR
3120	5	4	CE	BCELR
3132	5	5	FJ	FJ
3219	5	1	F	U
3301	5	3	FJK	U
3341	5	1	CELR	CELR
3388	5	32	FJK	FJ
3452	5	4	F	F
3538	5	5	H	U
3543	5	595	F	F
3637	5	6	CE	U
3665	5	36	F	F
3719	5	8	CHR	BCEHLR
3838	5	29	FJK	FJK
3840	5	5	FJ	FJ
3890	5	62	BCELR	F
3914	5	30	FJK	FJK
3953	5	5	N	U
4134	5	5	F	F
4157	5	9	F	F
4344	5	10	N	H
4394	5	10	N	H
4587	5	11	FJK	FJK
4589	5	4	FJK	FJK
4590	5	5	FJK	FJK
4620	5	348	F	FJK
3000	6	6	FJ	FJ
3021	6	0	FJ	U
3040	6	14	FJK	FJK
3042	6	6	FJ	U
3051	6	9	FJ	U
3079	6	6	FJK	FJK
3122	6	6	FJ	FJ
3148	6	44	FJK	FJK
3158	6	3	FJK	FJK
3187	6	6	FJK	FJK
3194	6	62	F	FJK
3274	6	120	FJK	FJK
3296	6	10	FJK	FJK
3303	6	6	FJK	U
3353	6	8	FJK	FJK
3421	6	3	FJK	FJK
3483	6	6	BCELR	BCELR
3732	6	8	CHR	BCEHLR
3761	6	24	FJK	FJK
3836	6	8	FJK	FJK
3837	6	0	FJ	U
3852	6	12	FJK	FJK
3863	6	6	FJK	FJK
3928	6	6	FJK	U
3931	6	5	FJK	FJK
3947	6	6	FJK	FJK
4068	6	5	F	F
4164	6	8	BCELR	CER
4275	6	5	BCELR	U
4295	6	19	FJ	F
4368	6	17	FJK	FJK
4380	6	5	FJK	F
4413	6	26	N	F
4502	6	8	FJ	FJ
4560	6	6	FJ	FJ
4566	6	5	FJK	FJK
4581	6	8	FJK	FJK
4585	6	5	F	F
4586	6	12	FJK	FJK
4600	6	5	FJK	FJK
4604	6	6	CE	CE
4625	6	5	FJ	FJ
3008	7	6	FJ	FJ
3052	7	16	FJ	FJK
3125	7	7	FJK	FJK
3169	7	129	FJK	U
3304	7	4	FJK	U
3322	7	0	FJK	U
3510	7	15	N	H
3523	7	32	FJK	FJK
3591	7	13	F	F
3642	7	4	BELR	U
3711	7	6	F	F
3820	7	27	CELR	FJK
4162	7	8	F	F
4346	7	12	N	H
4534	7	7	FJK	FJK
4569	7	6	FJK	FJK
3062	8	6	FJ	FJK
3080	8	7	FJK	FJK
3135	8	10	FJK	FJK
3232	8	48	FJ	U
3254	8	8	FJ	FJ
3258	8	10	FJ	FJ
3324	8	12	FJK	U
3657	8	45	FJK	F
3793	8	8	FJK	FJK
3801	8	6	FJK	FJK
3824	8	8	FJ	FJ
3858	8	6	FJ	FJ
3933	8	8	FJ	FJ
4092	8	11	FJ	F
4095	8	69	FJK	F
4105	8	8	FJ	F
4116	8	8	F	F
4395	8	13	BEL	U
4398	8	16	N	H
4440	8	8	FJK	FJK
4446	8	5	FJK	FJK
4460	8	4	FJK	FJK
4510	8	15	FJK	FJK
4578	8	6	FJ	FJ
4592	8	6	FJK	FJK
4593	8	8	F	F
3041	9	9	FJK	FJK
3414	9	22	FJ	F
3516	9	0	FJK	U
3560	9	9	F	F
3586	9	10	BCELR	CER
3599	9	27	BCELR	F
3916	9	9	FJK	FJK
3921	9	9	FJK	FJK
3924	9	9	N	N
4102	9	11	FJ	F
4108	9	1	F	F
4210	9	9	F	F
4261	9	37	F	F
4390	9	13	FJ	H
4597	9	10	FJ	FJK
3017	10	10	U	U
3230	10	329	BCER	F
3328	10	8	FJK	FJK
3330	10	8	FJK	FJK
3335	10	2	CELR	CELR
3429	10	9	FJK	FJK
3508	10	23	N	H
3511	10	9	BEL	U
3564	10	4	FJ	U
3929	10	32	FJK	FJK
3958	10	28	FJK	FJK
3973	10	24	FJ	FJK
4074	10	10	F	F
4099	10	11	F	F
4113	10	3	FJK	F
4122	10	3	FJK	F
4123	10	3	FJK	F
4125	10	3	FJK	F
4139	10	10	F	F
4384	10	28	F	U
4411	10	28	N	U
4418	10	14	FJK	FJK
4492	10	1	BCELR	U
3136	11	133	FJK	F
3227	11	11	F	F
3440	11	48	FJK	F
3492	11	11	FJK	FJK
3745	11	12	BCELR	CE
3746	11	12	BCELR	CE
3747	11	12	BCELR	CE
3748	11	12	BCELR	CE
3935	11	14	BCELR	BCE
4128	11	13	BCELR	CER
4208	11	27	F	F
4310	11	13	F	F
4371	11	10	FJK	F
4444	11	10	F	F
4564	11	5	FJK	U
3022	12	8	FJK	FJK
3024	12	12	N	U
3094	12	12	FJ	FJ
3096	12	12	FJK	FJK
3114	12	19	FJK	FJK
3115	12	0	FJK	U
3121	12	12	FJ	FJK
3126	12	30	FJK	FJK
3201	12	7	FJK	FJK
3306	12	15	FJK	FJ
3425	12	72	FJK	FJK
3450	12	0	FJK	U
3572	12	260	H	F
3607	12	92	FJK	F
3609	12	47	FJK	F
3634	12	12	F	F
3776	12	33	FJ	U
3794	12	12	FJK	FJK
3811	12	0	FJ	U
3898	12	8	FJK	FJK
3925	12	12	F	F
4132	12	7	F	F
4221	12	458	F	F
4233	12	12	F	F
4305	12	12	U	U
4381	12	10	F	F
4421	12	12	FJ	FJ
4483	12	12	FJK	FJK
4505	12	12	F	F
4614	12	12	CEL	CE
3167	13	201	FJK	FJ
3334	13	13	F	F
3583	13	8	BELR	U
3805	13	11	F	F
3845	13	1	FJK	FJK
3885	13	14	BCELR	BCELR
4103	13	8	BELR	U
4278	13	14	F	F
4349	13	14	FJ	F
4393	13	25	N	H
4524	13	11	BELR	BEL
4552	13	14	F	F
4570	13	11	FJK	FJK
3010	14	14	FJK	FJK
3059	14	23	FJK	F
3329	14	12	FJK	FJK
3435	14	20	FJK	FJK
3727	14	52	N	F
3792	14	10	FJK	FJK
3857	14	14	FJK	FJK
3950	14	14	N	N
4400	14	12	F	F
4521	14	14	FJK	FJK
3009	15	11	FJK	U
3130	15	25	FJK	FJK
3190	15	15	FJK	FJK
3294	15	54	FJK	FJ
3548	15	15	N	N
3577	15	37	FJK	F
3670	15	71	N	F
3671	15	90	N	F
3678	15	712	N	F
3679	15	712	N	F
3680	15	712	N	F
3681	15	712	N	F
3706	15	36	N	F
3728	15	51	N	F
3764	15	1885	FJK	FJK
3770	15	15	FJ	FJ
3817	15	0	F	U
3842	15	10	FJK	FJK
3876	15	3	N	FJK
4090	15	14	F	F
4224	15	15	F	F
4373	15	15	F	F
4407	15	11	F	F
4571	15	20	FJK	FJK
3043	16	56	F	U
3078	16	14	FJ	FJK
3110	16	12	FJ	FJ
3203	16	16	FJ	U
3205	16	16	FJK	FJK
3208	16	32	FJ	FJ
3229	16	16	FJ	FJ
3313	16	18	FJK	FJK
3351	16	12	FJK	FJK
3503	16	40	FJK	FJ
3803	16	16	FJK	FJK
3903	16	16	F	F
4052	16	13	F	F
4235	16	16	F	F
4303	16	12	FJK	F
4314	16	16	FJK	FJK
4379	16	17	FJK	FJK
4392	16	22	FK	FK
4396	16	10	FJ	U
4500	16	12	FJK	FJK
4576	16	12	FJK	FJK
4602	16	16	FJK	FJK
3260	17	17	FJK	U
3272	17	13	FJK	FJK
3601	17	27	F	F
3708	17	15	F	F
3723	17	23	CHR	BCEHLR
3946	17	76	FJK	FJK
4191	17	15	F	F
4205	17	19	F	F
4211	17	16	F	F
4342	17	17	N	H
4351	17	24	N	U
4357	17	17	N	H
4372	17	18	N	H
3066	18	36	FJK	FJK
3197	18	0	FJ	U
3198	18	11	FJK	FJK
3352	18	11	FJK	FJK
3426	18	15	FJK	FJK
3530	18	192	N	U
3667	18	1	BCE	U
3789	18	18	FJ	U
3799	18	750	FJ	FJK
3871	18	26	FJK	FJK
3901	18	18	BCELR	BCELR
3902	18	18	FJK	FJK
3911	18	21	FJ	FJ
3912	18	50	FJK	FJK
3960	18	128	FJK	FJK
4097	18	18	F	F
4114	18	18	F	F
4127	18	16	FJ	F
4201	18	15	F	F
4348	18	25	N	H
4350	18	26	U	U
4415	18	27	FJK	FJK
4494	18	20	F	FJK
4519	18	18	FJK	FJK
4551	18	3	FK	U
4557	18	14	FJK	FJK
4567	18	18	FJK	FJK
3095	19	22	CE	U
3152	19	276	FJK	FJK
3199	19	11	FJK	FJK
3401	19	55	F	FJK
3600	19	84	F	F
4129	19	19	F	F
4365	19	23	FJ	H
4382	19	19	N	U
3185	20	20	FJK	FJK
3233	20	20	FJK	FJK
3386	20	10	FJK	FJK
3390	20	10	FJK	FJK
3460	20	42	FJ	FJK
3649	20	1246	F	F
3655	20	18	F	F
3682	20	405	H	F
3683	20	405	H	F
3688	20	3194	H	H
3690	20	3194	H	H
3691	20	407	H	F
3692	20	407	H	F
3697	20	405	H	F
3698	20	407	H	F
3709	20	407	H	F
3738	20	407	H	F
3740	20	3194	H	H
3965	20	16	FJK	FJK
4077	20	20	F	F
4136	20	32	F	F
4270	20	42	FJ	F
4378	20	14	FJ	F
4386	20	17	U	U
4508	20	15	FJK	FJ
4594	20	40	FJK	FJK
3036	21	39	FJ	FJK
3053	21	30	FJK	FJK
3061	21	24	FJK	FJK
3137	21	4	FJK	FJK
3518	21	32	N	F
3638	21	17	FJK	FJ
3660	21	18	N	N
3661	21	18	N	N
3662	21	18	N	N
3663	21	18	N	N
3809	21	21	F	F
3860	21	10	FJ	FJ
3913	21	21	FJ	FJ
4107	21	13	BELR	U
4499	21	135	FJK	FJK
3060	22	55	FJK	FK
3240	22	98	FJK	F
3684	22	551	H	F
3686	22	551	H	F
3687	22	551	H	F
3737	22	551	H	F
3881	22	21	FJK	FJK
3889	22	22	U	U
4118	22	26	BCELR	CER
4203	22	18	F	F
4376	22	19	FJK	F
4422	22	22	FJK	FJK
4540	22	22	FJK	FJK
3520	23	73	N	F
3650	23	1710	F	F
3821	23	5	CELR	CELR
4190	23	23	F	F
4596	23	19	FJK	FJK
4599	23	17	FJK	FJK
3019	24	21	FJK	F
3030	24	18	FJK	FJK
3039	24	24	FJ	FJ
3050	24	251	FJ	FJK
3084	24	32	FJK	F
3184	24	24	FJK	FJK
3271	24	32	FJK	FJK
3391	24	40	FJ	FJK
3397	24	34	FJK	FJK
3398	24	34	FJK	FJK
3399	24	34	FJK	FJK
3400	24	15	FJK	FJK
3525	24	24	N	N
3526	24	20	N	U
3654	24	64	F	F
3788	24	24	FJ	U
3869	24	40	FJK	FJK
3888	24	30	BCELR	BCELR
3892	24	18	FJK	FJK
3942	24	6	FJK	FJK
4294	24	24	FJ	FJ
4340	24	13	JK	F
4536	24	21	FJK	FJK
4575	24	20	FJK	FJK
4588	24	15	FJK	FJ
3104	25	14	FJ	FJK
3262	25	68	FJ	FJK
3287	25	40	FJK	FJK
3432	25	24	FJK	FJK
3433	25	24	FJK	FJK
3434	25	24	FJK	FJK
3535	25	461	N	F
3668	25	28	BCELR	BCEL
3754	25	3260	H	H
3841	25	45	FJ	FJ
3930	25	12	FJK	FJK
4076	25	25	F	F
4142	25	24	F	F
4359	25	22	FJK	F
4363	25	20	FJ	F
4428	25	25	FJK	FJK
3297	26	45	FJK	FJK
3368	26	20	FJK	FJK
4082	26	26	F	F
4159	26	25	F	F
4279	26	21	F	F
4336	26	153	FJ	F
4513	26	18	FJK	FJK
4579	26	28	F	F
3006	27	36	N	N
3326	27	24	FJK	FJK
3484	27	27	FJK	FJK
3587	27	30	BCELR	CER
3669	27	27	N	N
3685	27	617	FJK	F
3814	27	13	FJK	FJK
4121	27	29	FJK	F
4425	27	16	FJK	FJK
3013	28	8	FJ	U
3157	28	21	FJ	FJ
3263	28	34	FJ	FJK
3380	28	28	F	F
3382	28	60	FJK	FJK
3389	28	35	FJK	FJK
3402	28	16	FJK	FJK
3818	28	99	FJK	FJK
3866	28	180	FJ	FJK
3883	28	24	FK	U
3896	28	4	FJK	U
4304	28	28	FJK	FJK
4431	28	32	FJK	FJK
3101	29	21	FJK	FJK
3178	29	23	FK	F
3379	29	7	CELR	CELR
3639	29	25	F	F
4151	29	40	F	F
4202	29	29	F	F
3085	30	15	F	F
3144	30	40	FJK	FJK
3170	30	18	FJK	FJK
3327	30	35	F	FJK
3385	30	28	FJK	FJK
3394	30	30	F	F
3457	30	60	FJ	FJK
3674	30	238	FJ	FJ
3835	30	25	FJK	FJK
3855	30	0	FJK	U
3906	30	54	FJK	FJK
3932	30	36	FJ	FJK
3940	30	30	FJ	FJ
4143	30	30	F	F
4184	30	30	U	U
4200	30	30	F	F
4517	30	28	FJK	FJK
4601	30	24	F	F
3106	31	6	FJK	H
3615	31	22	F	F
3651	31	126	F	F
3949	31	31	FJK	FJK
4148	31	31	F	F
4406	31	27	FJK	FJ
3243	32	45	FJ	FJK
3378	32	20	FJK	FJK
3404	32	46	FJ	FJK
3405	32	46	FJ	FJK
3406	32	46	FJ	FJK
3407	32	46	FJ	FJK
3545	32	21	F	F
3640	32	32	FJK	FJK
4106	32	36	FJK	F
4430	32	24	FJK	FJK
3509	33	26	FJ	BCELR
3689	33	3229	H	H
3739	33	3229	H	H
3742	33	32	BCELR	CE
3854	33	48	FJK	FJ
4089	33	24	F	F
4239	33	33	F	F
3171	34	34	F	F
3257	34	25	N	N
3310	34	34	FJK	U
3496	34	36	FJK	FJ
3775	34	34	FJK	FJK
4389	34	25	F	U
3191	35	35	FJK	FJK
3569	35	30	FJK	U
3772	35	24	FJK	FJK
3833	35	17	FJK	FJK
4173	35	57	F	F
4240	35	35	F	F
4260	35	23	F	F
4324	35	30	FJ	FJ
4618	35	35	FJK	FJK
3014	36	0	FJK	U
3412	36	30	FJK	U
3431	36	36	FJ	FJ
3539	36	151	F	F
3759	36	40	FJK	FJK
3823	36	36	FJK	FJK
3851	36	30	FJK	FJK
4307	36	36	FJK	FJK
4311	36	36	FJK	FJK
4355	36	52	N	U
4409	36	28	FJK	F
3331	37	112	F	U
3514	37	212	F	F
4442	37	25	FJK	FJK
3023	38	26	FJ	FJ
3730	38	5	H	BCEH
3859	38	22	CER	BCER
4169	38	38	F	F
4466	38	54	FJK	U
4525	38	39	FJK	FJK
4573	38	29	FJ	FJ
4598	38	19	FJ	FJK
3453	39	20	FJ	U
3870	39	83	FJK	FJK
4078	39	39	F	F
4366	39	31	FJK	FJK
3071	40	80	FJK	FJK
3220	40	70	FJK	FJK
3320	40	42	FJK	FJK
3375	40	18	FJK	FJK
3387	40	50	FJK	FJK
3462	40	51	F	U
3467	40	65	FJK	FJK
3512	40	224	F	F
3652	40	329	F	F
3676	40	77	FJK	F
3693	40	3247	H	U
3763	40	216	FJ	FJK
3937	40	34	FJK	FJK
4362	40	32	F	F
4420	40	33	FJ	FJ
3143	41	355	FJK	U
3710	41	17	N	FJK
4319	41	43	F	F
3011	42	59	BEL	BER
3018	42	42	FJK	FJK
3038	42	230	FJ	FK
3089	42	66	FJK	FJ
3097	42	36	FJK	FJK
3298	42	42	N	N
3449	42	42	FJK	FJK
3773	42	42	FJK	FJ
3830	42	82	FJK	FJK
4140	42	26	F	F
4192	42	24	F	F
4234	42	42	F	F
4358	42	42	FK	FK
4385	42	42	ELR	BELR
4512	42	18	FJK	F
4606	42	90	FJK	U
4117	43	161	FJK	F
4183	43	43	F	F
3086	44	44	FJK	FJK
3107	44	32	FJK	FJK
3360	44	32	FJK	FJ
3393	44	21	FJK	FJK
3959	44	50	FJK	FJK
4060	44	35	F	F
4516	44	36	FJK	FJK
3162	45	33	FJK	FJK
3275	45	267	FJ	FJ
3300	45	24	FJ	U
3499	45	51	BCELR	BCER
4397	45	45	FJK	FJK
3403	46	67	FJK	FJK
3532	46	49	N	U
3534	46	76	N	H
3786	46	0	F	U
3787	46	0	F	U
4337	46	39	F	F
4547	46	222	H	BCELR
4562	46	34	F	FJK
3319	47	43	FJK	FJK
3626	47	5	BCR	CE
3643	47	5	BCR	CE
3963	47	47	FJK	FJK
4152	47	5	BCR	CE
3179	48	144	FJ	FJ
3268	48	26	FJK	FJ
3451	48	35	FJK	FJ
3458	48	27	FJ	FJK
3616	48	4	BCR	U
3617	48	4	BCR	U
3618	48	4	BCR	U
3620	48	6	BCR	CE
3630	48	4	BCR	U
3777	48	1840	FJK	FJK
3800	48	48	FJK	FJK
3969	48	48	FJK	FJK
4043	48	6	BCR	CE
4072	48	5	BCR	CE
4131	48	6	BCR	CE
4138	48	6	BCR	CE
4149	48	6	BCR	CE
4153	48	6	BCR	CE
4177	48	4	BCR	U
4180	48	4	BCR	U
4214	48	5	BCR	CE
4257	48	6	BCR	CE
4449	48	40	FJK	FJK
4550	48	14	FJK	FJK
4555	48	46	FJ	FJK
3093	49	65	CE	BCELR
3584	49	6	BCR	CE
3592	49	6	BCR	CE
3627	49	6	BCR	CE
3628	49	4	BCR	U
3873	49	35	FJK	FJ
3887	49	49	FJK	FJK
4088	49	6	BCR	CE
4098	49	46	F	F
4137	49	4	BCR	U
4179	49	8	F	F
4212	49	6	BCR	CE
4213	49	6	BCR	CE
4561	49	49	FJK	FJK
3155	50	11	F	FJK
3160	50	50	FJK	FJK
3200	50	30	FJK	FJK
3265	50	50	FJK	FJK
3333	50	50	FJK	FJK
3713	50	31	CE	BCER
4053	50	4	BCR	U
4130	50	4	BCR	U
4236	50	7	BCR	CE
4254	50	8	BCR	CE
4255	50	7	BCR	CE
4613	50	42	FJ	U
3119	51	45	F	FJK
3284	51	73	FJK	F
3531	51	55	N	H
3562	51	24	FJK	FJK
3622	51	4	BCR	U
3623	51	4	BCR	U
3624	51	4	BCR	U
3625	51	4	BCR	U
3629	51	4	BCR	U
3632	51	8	BCR	CE
3675	51	92	BELR	R
3774	51	54	FJK	FJK
3807	51	0	F	U
4174	51	8	BCR	CE
4186	51	4	BCR	U
4367	51	58	FJK	B
4553	51	47	F	F
3867	52	312	FJK	FJK
4059	52	9	BCR	CE
4064	52	9	BCR	CE
4111	52	96	F	F
4215	52	8	BCR	CE
4218	52	8	BCR	CE
4223	52	8	BCR	CE
4256	52	8	BCR	CE
3154	54	75	FJK	FJK
3238	54	12	FJK	FJK
3281	54	49	FJK	F
3291	54	102	FJK	FJK
3479	54	42	FJK	FJK
3590	54	9	BCR	CE
3598	54	31	BCR	F
3644	54	9	BCR	CE
3645	54	54	F	F
4073	54	11	BCR	CE
4245	54	11	BCR	CE
4281	54	11	BCR	CE
3466	55	77	FJK	FJK
3768	55	55	FJK	FJK
3797	55	60	F	F
4085	55	51	F	F
4217	55	10	BCR	CE
4232	55	54	F	F
4343	55	40	F	F
3314	56	56	FJK	FJK
3395	56	60	FJ	FJK
3413	56	47	FJK	FK
3454	56	42	FJK	FJK
3595	56	38	BCR	F
3735	56	37	EL	ELR
3848	56	84	FJK	FJK
4080	56	13	BCR	CE
4100	56	56	FJ	F
4150	56	13	BCR	CE
4154	56	13	BCR	CE
4194	56	40	F	F
4238	56	11	BCR	CE
4241	56	11	BCR	CE
3862	57	264	F	FJ
4066	57	49	F	F
4182	57	60	F	F
4242	57	13	BCR	CE
4243	57	13	BCR	CE
3075	59	83	FJK	FJK
3266	59	131	FJK	FJK
3672	59	59	F	F
4071	59	4	BCR	U
4155	59	12	BCR	CE
4156	59	65	F	F
4193	59	66	F	F
4219	59	71	BCR	F
4258	59	12	BCR	CE
4259	59	164	H	H
3015	60	0	FJK	U
3332	60	60	FJK	FJK
3383	60	108	FJK	FJK
3579	60	15	BCR	CE
3878	60	52	F	F
3972	60	12	FJ	FJ
4160	60	38	F	F
4163	60	16	BCR	CE
4565	60	29	FJK	F
3561	61	45	FJK	FJK
4058	61	50	F	F
3704	62	48	F	F
3846	62	36	FJ	FJ
4225	62	62	F	F
4253	62	18	BCR	CE
4284	62	4	BCR	U
4529	62	48	BCELR	CELR
4168	63	11	F	F
3475	64	35	F	U
3594	64	51	F	F
3758	64	53	FJ	FJK
4079	64	17	BCR	CE
4081	64	17	BCR	CE
4147	64	72	F	F
4187	64	20	BCR	CE
4188	64	20	BCR	CE
4290	64	54	FJK	FJK
3589	65	10	BCR	U
3884	65	70	F	F
4063	65	51	F	F
4276	65	51	F	F
4423	65	98	FJK	FJK
3064	66	118	FJK	FJK
3177	66	66	FJK	FJK
3239	66	56	F	U
3705	66	65	N	H
4166	66	98	FJK	F
4172	66	8	F	F
4181	66	22	BCR	CE
3054	67	67	FJK	FJ
3245	67	41	FJK	F
3733	67	67	N	N
4246	67	21	BCR	CE
3105	68	241	H	H
3459	68	67	F	F
3604	68	17	F	U
3606	68	74	F	F
3636	68	74	F	F
4268	68	15	FJK	F
4341	68	89	FJ	FJK
3002	69	50	FJK	FJK
3552	69	52	F	F
3428	70	1868	F	F
3502	70	336	FJ	FJK
3384	71	115	FJK	FJ
4158	71	21	BCR	CE
4206	71	47	F	F
3111	72	72	FJK	FJK
3264	72	72	FJK	FJK
3354	72	60	FJ	FJ
3377	72	66	FJK	FJK
3417	72	72	FJ	FJ
3473	72	60	FJ	FJ
3641	72	72	FJK	U
4237	72	23	BCR	CE
4388	72	66	FJK	F
4481	72	72	FJK	FJK
3580	73	73	F	F
3882	73	73	FJK	FJK
4554	73	45	F	F
3192	74	18	FJK	FJK
4046	74	29	BCR	CE
4057	74	26	BCR	CE
4204	74	51	F	F
4352	74	57	F	F
3295	75	699	FJ	FJK
4178	75	75	F	F
3033	76	145	FJK	FJ
3211	76	71	FJK	FJK
3267	76	36	FJK	FJK
3359	76	77	F	F
4496	76	141	FJK	F
3146	77	63	FJK	FJK
3149	77	715	FJK	FJ
4282	77	30	BCR	CE
4527	77	127	FJK	FJK
3007	78	78	FJK	U
3186	78	68	FJ	FJK
4086	78	78	F	F
4207	78	75	F	F
4274	78	98	FJK	F
4280	78	33	BCR	CE
4424	78	144	FJ	FJK
4619	78	58	FJK	FJK
3537	79	89	N	H
3915	79	75	FJK	F
3193	80	1328	FJ	FJ
3209	80	80	FJ	FJ
3362	80	59	FJ	FJ
3367	80	64	FJK	FJK
3610	80	52	F	F
3611	80	52	F	F
3699	81	56	F	F
3342	82	24	CELR	CELR
3588	82	32	BCR	CE
3886	82	82	F	F
4209	82	100	F	F
4326	83	136	FJK	FJK
3196	84	84	FJK	FJK
3290	84	102	FJ	FJK
3443	84	84	FJK	N
3472	84	406	FJK	FJK
3596	84	14	F	F
3904	84	61	FJK	FJK
3909	84	66	FJK	FJK
4185	84	38	BCR	CE
4226	84	28	BCR	CE
4228	84	28	BCR	CE
4231	84	112	BCR	F
4545	84	84	FJK	FJK
4075	85	71	F	F
3741	86	82	BCELR	CE
3743	86	82	BCELR	CE
3744	86	82	BCELR	CE
4615	86	82	F	F
3533	87	81	FJ	BELR
3343	88	99	FJK	FJK
3282	89	58	FJK	F
4009	89	89	F	F
4176	89	24	F	F
3288	90	25	FJK	FJK
3463	90	0	FJ	U
3778	90	181	FJK	FJK
3785	90	12	FJK	FJK
3795	90	81	FJK	FJK
3893	90	320	FJK	FJK
3005	91	63	FJK	FJK
3161	91	48	FJK	FJK
3827	91	58	F	F
4230	92	95	F	F
4595	92	28	FJK	FJK
3471	93	186	FJK	FJK
3718	93	27	N	BCELR
4244	93	107	F	F
4062	94	60	F	F
4252	94	66	F	F
3783	95	95	FJK	FJK
3962	95	75	FJK	FJK
4109	95	10	FJK	F
4433	95	78	FJK	FJK
3312	96	168	FJ	FJK
3315	96	96	FJK	FJK
3456	96	55	FK	FJK
4293	96	72	FJK	FJ
4316	96	82	FJK	FJK
4472	96	314	F	F
4509	96	66	FJK	FJK
4610	96	72	FJK	FJK
3032	97	76	FJK	FJK
4087	97	20	BCR	U
4112	97	20	BCR	U
3195	98	49	FJ	FJ
3226	98	84	F	F
3317	99	99	FJK	FJK
3455	99	99	FJK	FJK
4084	99	45	BCR	CE
3926	100	60	FJK	FJ
4464	100	76	FJK	FJK
3234	101	69	FJ	FJK
4135	101	14	BCR	CE
4313	101	100	FJK	FJK
4506	101	131	FJ	FJK
3116	102	63	F	F
3468	102	195	FK	FJK
3872	102	73	FJK	FJK
3694	103	26	BCE	CELR
4417	103	79	FJK	FJK
4511	103	249	CELR	BCELR
3549	104	102	F	F
3908	104	80	FJK	FJK
3302	105	528	FJ	U
3982	105	88	F	F
3995	105	110	F	F
3631	106	48	BCR	CE
3731	106	124	F	U
3325	108	198	FJK	FJK
3474	108	48	FJ	FJK
3500	108	1618	H	BCELR
3922	108	178	FJK	FJ
3943	108	36	FJK	U
